general_id	dating_typology_start	dating_typology_end	find_area	typology_class_1	typology_class_2	typology_class_3	typology_class_4	orientation
OLY39 - B1032	-549	-400	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB3a	(Missing)
OLY78 - Br3432	-549	-400	Temple of Zeus	Waffe	Arrow head	Tüllenpfeilspitze	IIB3a	(Missing)
OLY80 - Br11500	-549	-400	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IIB3a	(Missing)
OLY80 - Br10113	-549	-400	Temple of Hera	Waffe	Arrow head	Tüllenpfeilspitze	IIB3a	(Missing)
OLY80 - Br9558	-549	-400	Pelopion	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY56 - B3728	-549	-400	Pheidias' workshop	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY79 - B10967	-549	-400	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY39 - B1034	-549	-400	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY78 - B10026	-549	-400	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY79 - B11026	-549	-400	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY40 - B1969a	-549	-400	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY40 - B8755	-549	-400	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY38 - B843	-549	-400	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY65 - B6214	-549	-400	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY81 - Br13780	-549	-400	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IIB3b	(Missing)
OLY77 - Br1988	-549	-400	Temple of Hera	Waffe	Arrow head	Tüllenpfeilspitze	IIB3c	(Missing)
OLY80 - Br7948	-549	-400	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB3c	(Missing)
OLY78 - B10981	-549	-400	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB3c	(Missing)
OLY42 - B8128b	-549	-400	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IIB3c	(Missing)
OLY77 - Br1509	-524	-450	Pelopion	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY42 - B8131	-524	-450	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY75 - B9495	-524	-450	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY79 - Br5790	-524	-450	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY79 - Br5756	-524	-450	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY40 - B1774	-524	-450	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY - B8772	-524	-450	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY40 - B8049	-524	-450	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY59 - B4815	-524	-450	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY78 - Br3595	-524	-450	Metroon	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY80 - Br8451	-524	-450	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY78 - B9939	-524	-450	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY64 - B6997	-524	-450	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY75 - B9493	-524	-450	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY79 - B10373	-524	-450	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY52 - B2384	-524	-450	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY42 - B8051	-524	-450	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY80 - Br8571	-524	-450	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY42 - B8967	-524	-450	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY38 - B660	-524	-450	Altis (East)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY75 - B9402	-524	-450	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY38 - B527	-524	-450	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY60 - B9166	-524	-450	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY80 - Br8607	-524	-450	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY77 - Br1245	-524	-450	Temple of Zeus	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY64 - B6877	-524	-450	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY53 - B3946	-524	-450	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY39 - B1036	-524	-450	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY - B2885	-524	-450	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY80 - Br9483	-524	-450	Pelopion	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY64 - B6504	-524	-450	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY82 - Br14332	-524	-450	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY78 - Br4359	-524	-450	Prytaneion	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY40 - B1672	-524	-450	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY - B8745	-524	-450	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY40 - B8230b	-524	-450	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY63 - B7099	-524	-450	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY59 - B8872	-524	-450	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IIB4	(Missing)
OLY39 - B1030	-524	-450	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IIB6	(Missing)
OLY80 - Br8966	-524	-450	Temple of Zeus	Waffe	Arrow head	Tüllenpfeilspitze	IIC1	(Missing)
OLY80 - Br8941	-524	-450	Philippeion	Waffe	Arrow head	Tüllenpfeilspitze	IIC2	(Missing)
OLY77 - Br1543	-524	-450	Temple of Zeus	Waffe	Arrow head	Tüllenpfeilspitze	IIC2	(Missing)
OLY79 - B10590	-524	-450	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIC3	(Missing)
OLY53 - B3947	-524	-450	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IIC3	(Missing)
OLY60 - B9163	-524	-450	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IIC3	(Missing)
OLY63 - B7327	-524	-450	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIC3	(Missing)
OLY38 - B730	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY78 - Br3348	-474	-350	Temple of Hera	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY79 - Br4458	-474	-350	Temple of Zeus	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY60 - B4641	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY60 - B4478	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY40 - B8973	-474	-350	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY63 - B5414	-474	-350	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY60 - B8737	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY39 - B1038	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY38 - B510	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY39 - B1041	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY77 - Br2204	-474	-350	Temple of Zeus	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY - B8776	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY40 - B8865	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY42 - B2325	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY40 - B12473	-474	-350	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY78 - Br4263	-474	-350	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY40 - B9328	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY58 - B4119	-474	-350	Pheidias' workshop	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY39 - B3730c	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY39 - B3730d	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1a	(Missing)
OLY37 - B12470	-474	-350	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY80 - Br8852	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY78 - Br3316	-474	-350	Temple of Hera	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY40 - B9235	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY39 - B3726	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY - B8774	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY60 - B4877	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY63 - B7293	-474	-350	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY - B2886	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY52 - B7709	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY40 - B12474	-474	-350	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY40 - B9313	-474	-350	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY41 - B8754	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY - B8775	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY39 - B1039	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY40 - B8230a	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY86 - Br14465	-474	-350	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY42 - B2327	-474	-350	Echo Stoa	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY38 - B844	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY40 - B1622	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY40 - B9318	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY39 - B1040	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY42 - B8128a	-474	-350	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY79 - B10983	-474	-350	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY - B8778	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY55 - B8092	-474	-350	Leonidaion	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY54 - B8013	-474	-350	Pheidias' workshop	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY59 - B8968	-474	-350	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY79 - B10904	-474	-350	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY38 - B3729a	-474	-350	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID1b	(Missing)
OLY86 - B11593	-474	-350	Prytaneion	Waffe	Arrow head	Tüllenpfeilspitze	IID1c	(Missing)
OLY78 - Br3458	-474	-350	Temple of Hera	Waffe	Arrow head	Tüllenpfeilspitze	IID1c	(Missing)
OLY76 - Br696	-474	-350	Temple of Zeus	Waffe	Arrow head	Tüllenpfeilspitze	IID1c	(Missing)
OLY39 - B3721	-499	-300	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY38 - B685	-499	-300	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY - B8976	-499	-300	Pheidias' workshop	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY39 - B1037	-499	-300	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY76 - Br257	-499	-300	Temple of Zeus	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY81 - Br14118	-499	-300	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY84 - Br 29	-449	-300	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID3	(Missing)
OLY84 - Br43	-499	-300	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY82 - Br14340	-499	-300	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY - B2887a	-499	-300	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY - B2887b	-499	-300	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY - B2887c	-499	-300	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY39 - B3731c	-499	-300	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY52 - B2474	-499	-300	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY81 - Br14169	-499	-300	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY58 - B4363	-499	-300	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY59 - B4402	-499	-300	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY40 - B2261	-499	-300	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY83 - Br14394	-499	-300	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY - B8780	-499	-300	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY79 - Br7937	-499	-300	Palaestra	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY86 - B11610	-499	-300	Prytaneion	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY39 - B1042	-499	-300	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY56 - B8922	-499	-300	Pheidias' workshop	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY86 - B11853	-499	-300	Prytaneion	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY81 - Br14164	-499	-300	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY59 - B9162	-499	-300	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY - B2888a	-499	-300	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY38 - B3729b	-499	-300	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY60 - B4491	-499	-300	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY84 - Br190	-499	-300	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY56 - B7953	-499	-300	Pheidias' workshop	Waffe	Arrow head	Tüllenpfeilspitze	IID2	(Missing)
OLY59 - B8738	-449	-300	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID3	(Missing)
OLY - B8779	-449	-300	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID3	(Missing)
OLY41 - B9169	-449	-300	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID3	(Missing)
OLY52 - B2498	-449	-300	Stadium	Waffe	Arrow head	Tüllenpfeilspitze	IID3	(Missing)
OLY93 - B12274	-449	-300	South-West Area	Waffe	Arrow head	Tüllenpfeilspitze	IID3	(Missing)
OLY - B8777	-449	-300	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID3	(Missing)
OLY70 - B8621	-449	-300	Stadium (Entrance)	Waffe	Arrow head	Tüllenpfeilspitze	IID3	(Missing)
OLY82 - Br14313	-449	-250	Kladeos	Waffe	Arrow head	Tüllenpfeilspitze	IID4	(Missing)
OLY - B2888b	-449	-250	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID4	(Missing)
OLY38 - B3729c	-449	-250	Stadium (South)	Waffe	Arrow head	Tüllenpfeilspitze	IID4	(Missing)
OLY59 - B9161	-449	-250	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID4	(Missing)
OLY53 - B3948	-449	-250	Stadium (West)	Waffe	Arrow head	Tüllenpfeilspitze	IID4	(Missing)
OLY - B8891	-449	-250	Stadium (North)	Waffe	Arrow head	Tüllenpfeilspitze	IID4	(Missing)
OLY65 - B12471	-449	-250	South-East Area	Waffe	Arrow head	Tüllenpfeilspitze	IIE	(Missing)
OLY79 - Br5224	-724	-300	Prytaneion	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY65 - B7673	-724	-300	South-East Area	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY64 - B5961	-724	-300	South-East Area	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY80 - Br11742	-724	-300	Gymnasion	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY80 - Br13515	-724	-300	South-East Area	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY79 - Br5836	-724	-300	Bouleuterion	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY80 - Br12410	-724	-300	Palaestra	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY81 - Br14097	-724	-300	Kladeos	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY75 - Br82	-724	-300	Temple of Zeus	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY64 - B6996	-724	-300	South-East Area	Waffe	Spear head (bronze)	Speerspitze	AI	(Missing)
OLY65 - E400	-724	-300	South-East Area	Waffe	Spear head (iron)	Speerspitze	AI	(Missing)
OLY79 - Br5200 / Kur425	-724	-300	Prytaneion	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY64 - B7129	-724	-300	South-East Area	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY65 - B7436	-724	-300	South-East Area	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY78 - B10159	-724	-300	Echo Stoa	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY79 - Br4961	-724	-300	Prytaneion	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY65 - B7602	-724	-300	South-East Area	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY78 - Br2973	-724	-300	Temple of Zeus	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY79 - Br7716a	-724	-300	Echo Stoa	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY79 - Br4760	-724	-300	Prytaneion	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY64 - B6554	-724	-300	South-East Area	Waffe	Spear head (bronze)	Speerspitze	AII	(Missing)
OLY39 - B1026	-799	-700	Stadium (South)	Waffe	Lance head (bronze)	Lanzenspitze	BIII	(Missing)
OLY39 - B3608	-799	-700	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BIII	(Missing)
OLY77 - Br2214 / Kur424	-799	-700	Temple of Hera	Waffe	Lance head (bronze)	Lanzenspitze	BIII	(Missing)
OLY60 - B4710 / B5107	-799	-700	Stadium (North)	Waffe	Lance head (bronze)	Lanzenspitze	BIII	(Missing)
OLY39 - B1025	-749	-600	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BIV	(Missing)
OLY52 - Br7610 / B2354	-749	-600	Echo Stoa	Waffe	Lance head (bronze)	Lanzenspitze	BIV	(Missing)
OLY40 - B1773	-749	-600	Stadium (South)	Waffe	Lance head (bronze)	Lanzenspitze	BIV	(Missing)
OLY38 - B358	-749	-600	Stadium (South)	Waffe	Lance head (bronze)	Lanzenspitze	BIV	(Missing)
OLY40 - B1704	-749	-600	Stadium (West)	Waffe	Lance head (bronze)	Lanzenspitze	BIV	(Missing)
OLY59 - B4419	-749	-600	Stadium (North)	Waffe	Lance head (bronze)	Lanzenspitze	BIV	(Missing)
OLY60 - B4396 / B4834	-749	-600	Stadium (North)	Waffe	Lance head (bronze)	Lanzenspitze	BIV	(Missing)
OLY39 - B1024	-799	-600	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY60 - B4541 / B4816	-799	-600	Stadium (North)	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY80 - Br11205	-799	-600	Pelopion	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY38 - B728	-799	-600	Stadium (South)	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY86 - B11633	-799	-600	Prytaneion	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY80 - Br9507	-799	-600	Pelopion	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY79 - Br7242	-799	-600	Pelopion	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY40 - B2136	-799	-600	Stadium (South)	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY58 - B4069	-799	-600	Stadium	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY80 - Br7975	-799	-600	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY80 - Br9508	-799	-600	Pelopion	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY79 - Br6013	-799	-600	Metroon	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY78 - Br2778	-799	-600	Temple of Zeus	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY79 - Br6832	-799	-600	Metroon	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY78 - Br4236	-799	-600	Palaestra	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY79 - Br7326	-799	-600	Pelopion	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY39 - B3838	-799	-600	Stadium (South)	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY80 - Br9084	-799	-600	Echo Stoa	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY79 - Br5405	-799	-600	Temple of Zeus	Waffe	Lance head (bronze)	Lanzenspitze	BIII - BIV	(Missing)
OLY65 - B6451	-649	-575	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BV	(Missing)
OLY38 - B221	-649	-575	Echo Stoa	Waffe	Lance head (bronze)	Lanzenspitze	BV	(Missing)
OLY81 - Br13658 / Kur427 / M910	-649	-575	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BV	(Missing)
OLY60 - B5008	-649	-575	Stadium (North)	Waffe	Lance head (bronze)	Lanzenspitze	BV	(Missing)
OLY77 - Br1811	-649	-575	Temple of Zeus	Waffe	Lance head (bronze)	Lanzenspitze	BV	(Missing)
OLY76 - B9618	-649	-575	Echo Stoa	Waffe	Lance head (bronze)	Lanzenspitze	BV	(Missing)
OLY40 - B8243	-649	-575	Stadium (South)	Waffe	Lance head (bronze)	Lanzenspitze	BV	(Missing)
OLY79 - Br6017	-649	-575	Metroon	Waffe	Lance head (bronze)	Lanzenspitze	BV	(Missing)
OLY65 - B6372	-649	-550	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BVI	(Missing)
OLY79 - Br3463 / Br4914	-649	-550	Prytaneion	Waffe	Lance head (bronze)	Lanzenspitze	BVII	(Missing)
OLY80 - Br8627	-649	-550	Stadium (West)	Waffe	Lance head (bronze)	Lanzenspitze	BVII	(Missing)
OLY78 - Br3722	-649	-550	Metroon	Waffe	Lance head (bronze)	Lanzenspitze	BVII	(Missing)
OLY80 - Br12679	-649	-550	Bouleuterion	Waffe	Lance head (bronze)	Lanzenspitze	BVIII	(Missing)
OLY65 - B7630	-649	-550	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BVIII	(Missing)
OLY79 - Br5069	-649	-550	Temple of Zeus	Waffe	Lance head (bronze)	Lanzenspitze	BVIII	(Missing)
OLY40 - B1715	-799	-700	South-East Area	Waffe	Lance head (bronze)	Lanzenspitze	BIX	(Missing)
OLY80 - Br8949	-799	-700	Echo Stoa	Waffe	Lance head (bronze)	Lanzenspitze	BIX	(Missing)
OLY60 - B4903	-799	-700	Stadium (North)	Waffe	Lance head (bronze)	Lanzenspitze	BIX	(Missing)
OLY39 - B1023	-799	-700	Stadium (South)	Waffe	Lance head (bronze)	Lanzenspitze	BIX	(Missing)
OLY37 - B912	-799	-700	Stadium (North)	Waffe	Lance head (bronze)	Lanzenspitze	BIX	(Missing)
OLY52 - B2497	-799	-700	Stadium (West)	Waffe	Lance head (bronze)	Lanzenspitze	BIX	(Missing)
OLY81 - Br14195	-799	-700	Kladeos	Waffe	Lance head (bronze)	Lanzenspitze	BIX	(Missing)
OLY80 - Br11339	-799	-700	Pelopion	Waffe	Lance head (bronze)	Lanzenspitze	BIX	(Missing)
